1,1,,,,,,,,,,,,
2,1,,Taks,Momento 1,Momento 2,Momento 3,Momento 4,Momento 5,Momento 6,Momento 7,Momento 8,Momento 9,Momento 10
2,2,,1,X,,,,X,,,,X,
5,1,,2,,X,,,,,X,,,
5,2,,3,,,,X,,X,,,,
3,1,,4,,,,,,,,X,,X
1,2,,5,,,X,,,,,,,
3,2,,,,,,,,,,,,
2,3,,,,,,,,,,,,
2,4,,,,,,,,,,,,
3,3,,,,,,,,,,,,
4,1,,,,,,,,,,,,
1,3,,,,,,,,,,,,
4,2,,,,,,,,,,,,
4,3,,,,,,,,,,,,
4,4,,,,,,,,,,,,
2,5,,,,,,,,,,,,
2,6,,,,,,,,,,,,
1,4,,,,,,,,,,,,
5,3,,,,,,,,,,,,
5,4,,,,,,,,,,,,
3,4,,,,,,,,,,,,
3,5,,,,,,,,,,,,
3,6,,,,,,,,,,,,
1,5,,,,,,,,,,,,
2,7,,,,,,,,,,,,
2,8,,,,,,,,,,,,
5,5,,,,,,,,,,,,
5,6,,,,,,,,,,,,
4,5,,,,,,,,,,,,
1,6,,,,,,,,,,,,
4,6,,,,,,,,,,,,
2,9,,,,,,,,,,,,
2,10,,,,,,,,,,,,
4,7,,,,,,,,,,,,
4,8,,,,,,,,,,,,
1,7,,,,,,,,,,,,
3,7,,,,,,,,,,,,
3,8,,,,,,,,,,,,
3,9,,,,,,,,,,,,
2,11,,,,,,,,,,,,
2,12,,,,,,,,,,,,
1,8,,,,,,,,,,,,
5,7,,,,,,,,,,,,
5,8,,,,,,,,,,,,
4,9,,,,,,,,,,,,
4,10,,,,,,,,,,,,
4,11,,,,,,,,,,,,
1,9,,,,,,,,,,,,
2,13,,,,,,,,,,,,
2,14,,,,,,,,,,,,
4,12,,,,,,,,,,,,
5,9,,,,,,,,,,,,
5,10,,,,,,,,,,,,
1,10,,,,,,,,,,,,
3,10,,,,,,,,,,,,
2,15,,,,,,,,,,,,
2,16,,,,,,,,,,,,
3,11,,,,,,,,,,,,
3,12,,,,,,,,,,,,
1,11,,,,,,,,,,,,
4,13,,,,,,,,,,,,
4,14,,,,,,,,,,,,
4,15,,,,,,,,,,,,
2,17,,,,,,,,,,,,
2,18,,,,,,,,,,,,
1,12,,,,,,,,,,,,
5,11,,,,,,,,,,,,
5,12,,,,,,,,,,,,
4,16,,,,,,,,,,,,
3,13,,,,,,,,,,,,
3,14,,,,,,,,,,,,
1,13,,,,,,,,,,,,
2,19,,,,,,,,,,,,
2,20,,,,,,,,,,,,
3,15,,,,,,,,,,,,
1,14,,,,,,,,,,,,
5,13,,,,,,,,,,,,
2,21,,,,,,,,,,,,
2,22,,,,,,,,,,,,
5,14,,,,,,,,,,,,
4,17,,,,,,,,,,,,
1,15,,,,,,,,,,,,
4,18,,,,,,,,,,,,
4,19,,,,,,,,,,,,
4,20,,,,,,,,,,,,
2,23,,,,,,,,,,,,
2,24,,,,,,,,,,,,
1,16,,,,,,,,,,,,
3,16,,,,,,,,,,,,
3,17,,,,,,,,,,,,
3,18,,,,,,,,,,,,
5,15,,,,,,,,,,,,
5,16,,,,,,,,,,,,
1,17,,,,,,,,,,,,
2,25,,,,,,,,,,,,
2,26,,,,,,,,,,,,
4,21,,,,,,,,,,,,
4,22,,,,,,,,,,,,
1,18,,,,,,,,,,,,
3,19,,,,,,,,,,,,
2,27,,,,,,,,,,,,
2,28,,,,,,,,,,,,
5,17,,,,,,,,,,,,
5,18,,,,,,,,,,,,
1,19,,,,,,,,,,,,
3,20,,,,,,,,,,,,
3,21,,,,,,,,,,,,
4,23,,,,,,,,,,,,
2,29,,,,,,,,,,,,
2,30,,,,,,,,,,,,
1,20,,,,,,,,,,,,
4,24,,,,,,,,,,,,
5,19,,,,,,,,,,,,
5,20,,,,,,,,,,,,
3,22,,,,,,,,,,,,
1,21,,,,,,,,,,,,
2,31,,,,,,,,,,,,
2,32,,,,,,,,,,,,
3,23,,,,,,,,,,,,
3,24,,,,,,,,,,,,
4,25,,,,,,,,,,,,
1,22,,,,,,,,,,,,
4,26,,,,,,,,,,,,
2,33,,,,,,,,,,,,
2,34,,,,,,,,,,,,
4,27,,,,,,,,,,,,
4,28,,,,,,,,,,,,
1,23,,,,,,,,,,,,
5,21,,,,,,,,,,,,
5,22,,,,,,,,,,,,
2,35,,,,,,,,,,,,
2,36,,,,,,,,,,,,
1,24,,,,,,,,,,,,
3,25,,,,,,,,,,,,
3,26,,,,,,,,,,,,
3,27,,,,,,,,,,,,
4,29,,,,,,,,,,,,
5,23,,,,,,,,,,,,
1,25,,,,,,,,,,,,
2,37,,,,,,,,,,,,
2,38,,,,,,,,,,,,
5,24,,,,,,,,,,,,
4,30,,,,,,,,,,,,
4,31,,,,,,,,,,,,
1,26,,,,,,,,,,,,
4,32,,,,,,,,,,,,
2,39,,,,,,,,,,,,
2,40,,,,,,,,,,,,
3,28,,,,,,,,,,,,
3,29,,,,,,,,,,,,
1,27,,,,,,,,,,,,
5,25,,,,,,,,,,,,
5,26,,,,,,,,,,,,
3,30,,,,,,,,,,,,
2,41,,,,,,,,,,,,
2,42,,,,,,,,,,,,
1,28,,,,,,,,,,,,
4,33,,,,,,,,,,,,
4,34,,,,,,,,,,,,
4,35,,,,,,,,,,,,
4,36,,,,,,,,,,,,
1,29,,,,,,,,,,,,
2,43,,,,,,,,,,,,
2,44,,,,,,,,,,,,
5,27,,,,,,,,,,,,
5,28,,,,,,,,,,,,
3,31,,,,,,,,,,,,
1,30,,,,,,,,,,,,
3,32,,,,,,,,,,,,
2,45,,,,,,,,,,,,
2,46,,,,,,,,,,,,
3,33,,,,,,,,,,,,
1,31,,,,,,,,,,,,
4,37,,,,,,,,,,,,
5,29,,,,,,,,,,,,
5,30,,,,,,,,,,,,
2,47,,,,,,,,,,,,
2,48,,,,,,,,,,,,
1,32,,,,,,,,,,,,
4,38,,,,,,,,,,,,
4,39,,,,,,,,,,,,
4,40,,,,,,,,,,,,
3,34,,,,,,,,,,,,
3,35,,,,,,,,,,,,
1,33,,,,,,,,,,,,
2,49,,,,,,,,,,,,
2,50,,,,,,,,,,,,
3,36,,,,,,,,,,,,
5,31,,,,,,,,,,,,
5,32,,,,,,,,,,,,
1,34,,,,,,,,,,,,
2,51,,,,,,,,,,,,
2,52,,,,,,,,,,,,
4,41,,,,,,,,,,,,
4,42,,,,,,,,,,,,
1,35,,,,,,,,,,,,
4,43,,,,,,,,,,,,
4,44,,,,,,,,,,,,
3,37,,,,,,,,,,,,
2,53,,,,,,,,,,,,
2,54,,,,,,,,,,,,
1,36,,,,,,,,,,,,
3,38,,,,,,,,,,,,
3,39,,,,,,,,,,,,
5,33,,,,,,,,,,,,
5,34,,,,,,,,,,,,
1,37,,,,,,,,,,,,
2,55,,,,,,,,,,,,
2,56,,,,,,,,,,,,
4,45,,,,,,,,,,,,
5,35,,,,,,,,,,,,
1,38,,,,,,,,,,,,
5,36,,,,,,,,,,,,
2,57,,,,,,,,,,,,
2,58,,,,,,,,,,,,
3,40,,,,,,,,,,,,
3,41,,,,,,,,,,,,
1,39,,,,,,,,,,,,
3,42,,,,,,,,,,,,
4,46,,,,,,,,,,,,
4,47,,,,,,,,,,,,
2,59,,,,,,,,,,,,
2,60,,,,,,,,,,,,
1,40,,,,,,,,,,,,
4,48,,,,,,,,,,,,
5,37,,,,,,,,,,,,
5,38,,,,,,,,,,,,
3,43,,,,,,,,,,,,
3,44,,,,,,,,,,,,
1,41,,,,,,,,,,,,
2,61,,,,,,,,,,,,
2,62,,,,,,,,,,,,
3,45,,,,,,,,,,,,
4,49,,,,,,,,,,,,
4,50,,,,,,,,,,,,
1,42,,,,,,,,,,,,
4,51,,,,,,,,,,,,
2,63,,,,,,,,,,,,
2,64,,,,,,,,,,,,
4,52,,,,,,,,,,,,
5,39,,,,,,,,,,,,
1,43,,,,,,,,,,,,
5,40,,,,,,,,,,,,
3,46,,,,,,,,,,,,
2,65,,,,,,,,,,,,
2,66,,,,,,,,,,,,
1,44,,,,,,,,,,,,
3,47,,,,,,,,,,,,
3,48,,,,,,,,,,,,
5,41,,,,,,,,,,,,
