1,1,,,,,,,,,,,,
1,2,,Taks,Momento 1,Momento 2,Momento 3,Momento 4,Momento 5,Momento 6,Momento 7,Momento 8,Momento 9,Momento 10
1,3,,1,X,,,X,,,X,,,X
2,1,,2,,X,,,,X,,,,
2,2,,3,,,X,,,,,,X,
3,1,,4,,,,,X,,,,,
3,2,,5,,,,,,,,X,,
3,3,,,,,,,,,,,,
3,4,,,,,,,,,,,,
3,5,,,,,,,,,,,,
1,4,,,,,,,,,,,,
1,5,,,,,,,,,,,,
1,6,,,,,,,,,,,,
4,1,,,,,,,,,,,,
4,2,,,,,,,,,,,,
4,3,,,,,,,,,,,,
4,4,,,,,,,,,,,,
4,5,,,,,,,,,,,,
2,3,,,,,,,,,,,,
2,4,,,,,,,,,,,,
1,7,,,,,,,,,,,,
1,8,,,,,,,,,,,,
1,9,,,,,,,,,,,,
5,1,,,,,,,,,,,,
5,2,,,,,,,,,,,,
3,6,,,,,,,,,,,,
3,7,,,,,,,,,,,,
3,8,,,,,,,,,,,,
3,9,,,,,,,,,,,,
3,10,,,,,,,,,,,,
1,10,,,,,,,,,,,,
1,11,,,,,,,,,,,,
1,12,,,,,,,,,,,,
2,5,,,,,,,,,,,,
2,6,,,,,,,,,,,,
4,6,,,,,,,,,,,,
4,7,,,,,,,,,,,,
4,8,,,,,,,,,,,,
4,9,,,,,,,,,,,,
4,10,,,,,,,,,,,,
1,13,,,,,,,,,,,,
1,14,,,,,,,,,,,,
1,15,,,,,,,,,,,,
3,11,,,,,,,,,,,,
3,12,,,,,,,,,,,,
2,7,,,,,,,,,,,,
2,8,,,,,,,,,,,,
3,13,,,,,,,,,,,,
3,14,,,,,,,,,,,,
3,15,,,,,,,,,,,,
1,16,,,,,,,,,,,,
1,17,,,,,,,,,,,,
1,18,,,,,,,,,,,,
5,3,,,,,,,,,,,,
5,4,,,,,,,,,,,,
4,11,,,,,,,,,,,,
4,12,,,,,,,,,,,,
4,13,,,,,,,,,,,,
4,14,,,,,,,,,,,,
4,15,,,,,,,,,,,,
1,19,,,,,,,,,,,,
1,20,,,,,,,,,,,,
1,21,,,,,,,,,,,,
2,9,,,,,,,,,,,,
2,10,,,,,,,,,,,,
3,16,,,,,,,,,,,,
3,17,,,,,,,,,,,,
3,18,,,,,,,,,,,,
3,19,,,,,,,,,,,,
3,20,,,,,,,,,,,,
1,22,,,,,,,,,,,,
1,23,,,,,,,,,,,,
1,24,,,,,,,,,,,,
5,5,,,,,,,,,,,,
5,6,,,,,,,,,,,,
2,11,,,,,,,,,,,,
2,12,,,,,,,,,,,,
4,16,,,,,,,,,,,,
4,17,,,,,,,,,,,,
4,18,,,,,,,,,,,,
1,25,,,,,,,,,,,,
1,26,,,,,,,,,,,,
1,27,,,,,,,,,,,,
3,21,,,,,,,,,,,,
3,22,,,,,,,,,,,,
3,23,,,,,,,,,,,,
3,24,,,,,,,,,,,,
3,25,,,,,,,,,,,,
4,19,,,,,,,,,,,,
4,20,,,,,,,,,,,,
1,28,,,,,,,,,,,,
1,29,,,,,,,,,,,,
1,30,,,,,,,,,,,,
2,13,,,,,,,,,,,,
2,14,,,,,,,,,,,,
5,7,,,,,,,,,,,,
5,8,,,,,,,,,,,,
1,31,,,,,,,,,,,,
1,32,,,,,,,,,,,,
1,33,,,,,,,,,,,,
3,26,,,,,,,,,,,,
3,27,,,,,,,,,,,,
2,15,,,,,,,,,,,,
2,16,,,,,,,,,,,,
3,28,,,,,,,,,,,,
3,29,,,,,,,,,,,,
3,30,,,,,,,,,,,,
1,34,,,,,,,,,,,,
1,35,,,,,,,,,,,,
1,36,,,,,,,,,,,,
4,21,,,,,,,,,,,,
4,22,,,,,,,,,,,,
4,23,,,,,,,,,,,,
4,24,,,,,,,,,,,,
4,25,,,,,,,,,,,,
1,37,,,,,,,,,,,,
1,38,,,,,,,,,,,,
1,39,,,,,,,,,,,,
2,17,,,,,,,,,,,,
2,18,,,,,,,,,,,,
3,31,,,,,,,,,,,,
3,32,,,,,,,,,,,,
3,33,,,,,,,,,,,,
3,34,,,,,,,,,,,,
3,35,,,,,,,,,,,,
1,40,,,,,,,,,,,,
1,41,,,,,,,,,,,,
1,42,,,,,,,,,,,,
4,26,,,,,,,,,,,,
4,27,,,,,,,,,,,,
2,19,,,,,,,,,,,,
2,20,,,,,,,,,,,,
4,28,,,,,,,,,,,,
4,29,,,,,,,,,,,,
4,30,,,,,,,,,,,,
1,43,,,,,,,,,,,,
1,44,,,,,,,,,,,,
1,45,,,,,,,,,,,,
5,9,,,,,,,,,,,,
5,10,,,,,,,,,,,,
3,36,,,,,,,,,,,,
3,37,,,,,,,,,,,,
3,38,,,,,,,,,,,,
3,39,,,,,,,,,,,,
3,40,,,,,,,,,,,,
1,46,,,,,,,,,,,,
1,47,,,,,,,,,,,,
1,48,,,,,,,,,,,,
2,21,,,,,,,,,,,,
2,22,,,,,,,,,,,,
4,31,,,,,,,,,,,,
4,32,,,,,,,,,,,,
4,33,,,,,,,,,,,,
4,34,,,,,,,,,,,,
4,35,,,,,,,,,,,,
1,49,,,,,,,,,,,,
1,50,,,,,,,,,,,,
1,51,,,,,,,,,,,,
3,41,,,,,,,,,,,,
3,42,,,,,,,,,,,,
2,23,,,,,,,,,,,,
2,24,,,,,,,,,,,,
3,43,,,,,,,,,,,,
3,44,,,,,,,,,,,,
3,45,,,,,,,,,,,,
1,52,,,,,,,,,,,,
1,53,,,,,,,,,,,,
1,54,,,,,,,,,,,,
5,11,,,,,,,,,,,,
5,12,,,,,,,,,,,,
4,36,,,,,,,,,,,,
4,37,,,,,,,,,,,,
4,38,,,,,,,,,,,,
4,39,,,,,,,,,,,,
4,40,,,,,,,,,,,,
1,55,,,,,,,,,,,,
1,56,,,,,,,,,,,,
1,57,,,,,,,,,,,,
2,25,,,,,,,,,,,,
2,26,,,,,,,,,,,,
3,46,,,,,,,,,,,,
3,47,,,,,,,,,,,,
3,48,,,,,,,,,,,,
3,49,,,,,,,,,,,,
3,50,,,,,,,,,,,,
1,58,,,,,,,,,,,,
1,59,,,,,,,,,,,,
1,60,,,,,,,,,,,,
5,13,,,,,,,,,,,,
5,14,,,,,,,,,,,,
2,27,,,,,,,,,,,,
2,28,,,,,,,,,,,,
1,61,,,,,,,,,,,,
1,62,,,,,,,,,,,,
1,63,,,,,,,,,,,,
3,51,,,,,,,,,,,,
3,52,,,,,,,,,,,,
3,53,,,,,,,,,,,,
3,54,,,,,,,,,,,,
3,55,,,,,,,,,,,,
4,41,,,,,,,,,,,,
4,42,,,,,,,,,,,,
1,64,,,,,,,,,,,,
1,65,,,,,,,,,,,,
1,66,,,,,,,,,,,,
2,29,,,,,,,,,,,,
2,30,,,,,,,,,,,,
4,43,,,,,,,,,,,,
4,44,,,,,,,,,,,,
4,45,,,,,,,,,,,,
5,15,,,,,,,,,,,,
5,16,,,,,,,,,,,,
1,67,,,,,,,,,,,,
1,68,,,,,,,,,,,,
1,69,,,,,,,,,,,,
3,56,,,,,,,,,,,,
3,57,,,,,,,,,,,,
2,31,,,,,,,,,,,,
2,32,,,,,,,,,,,,
3,58,,,,,,,,,,,,
3,59,,,,,,,,,,,,
3,60,,,,,,,,,,,,
1,70,,,,,,,,,,,,
1,71,,,,,,,,,,,,
1,72,,,,,,,,,,,,
4,46,,,,,,,,,,,,
4,47,,,,,,,,,,,,
4,48,,,,,,,,,,,,
4,49,,,,,,,,,,,,
4,50,,,,,,,,,,,,
1,73,,,,,,,,,,,,
1,74,,,,,,,,,,,,
1,75,,,,,,,,,,,,
2,33,,,,,,,,,,,,
2,34,,,,,,,,,,,,
3,61,,,,,,,,,,,,
3,62,,,,,,,,,,,,
3,63,,,,,,,,,,,,
3,64,,,,,,,,,,,,
3,65,,,,,,,,,,,,
1,76,,,,,,,,,,,,
1,77,,,,,,,,,,,,
1,78,,,,,,,,,,,,
5,17,,,,,,,,,,,,
5,18,,,,,,,,,,,,
2,35,,,,,,,,,,,,
2,36,,,,,,,,,,,,
4,51,,,,,,,,,,,,
4,52,,,,,,,,,,,,
4,53,,,,,,,,,,,,
1,79,,,,,,,,,,,,
1,80,,,,,,,,,,,,
1,81,,,,,,,,,,,,
4,54,,,,,,,,,,,,
4,55,,,,,,,,,,,,
3,66,,,,,,,,,,,,
3,67,,,,,,,,,,,,
3,68,,,,,,,,,,,,
3,69,,,,,,,,,,,,
3,70,,,,,,,,,,,,
1,82,,,,,,,,,,,,
1,83,,,,,,,,,,,,
1,84,,,,,,,,,,,,
2,37,,,,,,,,,,,,
2,38,,,,,,,,,,,,
4,56,,,,,,,,,,,,
4,57,,,,,,,,,,,,
4,58,,,,,,,,,,,,
4,59,,,,,,,,,,,,
4,60,,,,,,,,,,,,
1,85,,,,,,,,,,,,
1,86,,,,,,,,,,,,
1,87,,,,,,,,,,,,
3,71,,,,,,,,,,,,
3,72,,,,,,,,,,,,
2,39,,,,,,,,,,,,
